,Survived,Pclass,Sex,Embarked,Title,AGE,FamilySize
679,0,2,1,2,Mrs,Adults,0
680,0,3,1,2,Mrs,Adults,0
681,0,3,1,2,Mrs,Adults,0
682,1,1,1,0,Mrs,Adults,1
683,0,2,1,2,Mrs,Adults,0
684,0,3,1,0,Mrs,Adults,0
685,0,2,1,2,Mrs,Adults,0
686,0,3,1,0,Mrs,Adults,1
687,0,3,0,2,Miss,Adults,0
688,0,2,1,2,Mrs,Adults,0
689,0,1,1,2,Officer,old,2
690,1,2,0,2,Mrs,Adults,2
691,0,3,1,2,Mrs,Adults,0
692,1,2,0,2,Mrs,Adults,0
693,1,2,0,2,Mrs,Adults,0
694,1,3,1,2,Mrs,Adults,0
695,1,3,1,2,Master,child,1
696,0,1,1,2,Mrs,old,0
697,1,1,0,0,Mrs,old,1
698,1,1,0,2,Mrs,Adults,1
699,1,1,0,0,Mrs,Adults,0
700,1,1,1,2,Officer,Adults,0
701,0,3,1,2,Mrs,Adults,0
702,1,2,1,0,Master,child,2
703,1,1,1,0,Mrs,Adults,0
704,0,1,1,0,Mrs,old,0
705,0,1,1,2,Mrs,Adults,0
706,0,3,0,1,Miss,Adults,0
707,0,3,1,2,Mrs,Adults,0
708,0,3,1,2,Mrs,Adults,0
709,0,2,1,2,Officer,Adults,0
710,0,2,1,2,Mrs,Adults,0
711,0,1,1,2,Mrs,Adults,0
712,0,3,1,0,Mrs,Adults,0
713,1,1,1,2,Master,child,3
714,1,2,1,0,Mrs,Adults,0
715,0,2,1,2,Officer,Adults,1
716,1,2,0,2,Miss,teenager,2
717,0,3,1,2,Mrs,Adults,1
718,0,3,1,2,Mrs,Adults,0
719,1,3,0,1,Mrs,Adults,1
720,0,3,1,1,Mrs,Adults,0
721,0,1,1,2,Mrs,Adults,1
722,1,1,0,2,Miss,Adults,5
723,1,1,1,0,Officer,Adults,0
724,0,1,1,2,Mrs,Adults,0
725,1,3,0,2,Mrs,Adults,0
726,0,2,1,2,Mrs,old,0
727,1,1,0,0,Mrs,Adults,1
728,0,3,1,1,Mrs,Adults,2
729,0,2,0,2,Miss,Adults,0
730,0,1,1,2,Mrs,Adults,0
731,1,1,0,2,Mrs,Adults,2
732,1,1,0,0,Mrs,Adults,1
733,1,3,1,2,Mrs,Adults,1
734,0,3,1,0,Mrs,Adults,0
735,1,3,1,2,Mrs,teenager,0
736,0,3,1,2,Mrs,Adults,0
737,1,1,0,2,Mrs,Adults,1
738,1,1,0,0,Mrs,Adults,1
739,1,3,0,2,Mrs,Adults,2
740,0,1,1,2,Officer,old,0
741,0,3,1,2,Mrs,Adults,0
742,0,1,1,2,Mrs,Adults,1
743,0,2,1,2,Mrs,Adults,0
744,1,1,0,2,Mrs,Adults,2
745,0,3,1,2,Mrs,teenager,0
746,1,1,1,0,Mrs,Adults,1
747,0,2,1,1,Officer,old,0
748,1,1,1,0,Mrs,Adults,0
749,0,3,1,2,Mrs,Adults,0
750,0,3,0,0,Mrs,Adults,1
751,0,2,1,2,Officer,Adults,1
752,1,2,0,2,Miss,Adults,0
753,1,2,0,2,Miss,Adults,0
754,0,3,1,0,Mrs,Adults,0
755,1,1,0,2,Royalty,Adults,0
756,1,2,1,2,Mrs,Adults,0
757,1,1,0,0,Miss,Adults,0
758,0,3,1,2,Mrs,Adults,0
759,0,3,1,2,Mrs,Adults,0
760,0,3,1,0,Mrs,Adults,0
761,0,2,1,2,Mrs,Adults,2
762,1,1,0,2,Mrs,Adults,2
763,1,1,0,2,Miss,teenager,1
764,1,3,1,0,Master,child,1
765,1,1,1,2,Mrs,Adults,2
766,0,3,1,2,Mrs,Adults,0
767,0,3,1,0,Mrs,Adults,0
768,0,3,1,2,Mrs,Adults,0
769,0,3,0,2,Miss,child,6
770,1,1,0,0,Miss,teenager,1
771,0,3,1,2,Mrs,Adults,0
772,0,3,1,2,Mrs,Adults,0
773,0,3,0,2,Miss,Adults,0
774,0,3,1,2,Mrs,Adults,0
775,1,1,0,0,Mrs,old,1
776,0,3,1,1,Mrs,Adults,0
777,0,3,0,2,Miss,teenager,4
778,1,3,0,2,Mrs,teenager,1
779,0,3,0,2,Miss,teenager,2
780,0,3,1,1,Mrs,Adults,0
781,1,3,0,2,Miss,child,0
782,0,2,1,2,Mrs,Adults,1
783,1,2,0,2,Miss,Adults,0
784,0,2,1,2,Mrs,Adults,1
785,1,1,1,2,Mrs,Adults,0
786,1,3,1,2,Mrs,Adults,0
787,0,1,1,2,Mrs,Adults,0
788,1,2,0,2,Mrs,Adults,2
789,0,3,0,0,Miss,teenager,1
790,0,3,1,1,Mrs,Adults,1
791,1,1,0,0,Miss,Adults,0
792,1,3,0,1,Miss,Adults,0
793,1,2,0,0,Mrs,Adults,0
794,0,2,1,2,Mrs,Adults,0
795,1,3,0,2,Miss,Adults,0
796,1,3,0,2,Mrs,Adults,1
797,1,1,0,2,Miss,Adults,2
798,0,1,1,2,Mrs,Adults,0
799,1,1,1,0,Mrs,Adults,1
800,0,1,1,2,Mrs,Adults,1
801,1,1,0,2,Mrs,Adults,1
802,0,2,1,2,Mrs,Adults,3
803,0,3,1,0,Mrs,Adults,1
804,0,1,1,2,Mrs,Adults,0
805,1,3,0,0,Miss,teenager,0
806,1,1,1,2,Master,teenager,3
807,0,3,1,2,Master,child,6
808,0,2,1,2,Mrs,Adults,0
809,1,3,1,0,Master,teenager,1
810,1,1,1,2,Mrs,Adults,0
811,1,1,0,0,Miss,Adults,0
812,0,3,0,2,Miss,teenager,4
813,0,3,0,2,Mrs,Adults,2
814,0,3,1,2,Mrs,Adults,0
815,0,3,0,2,Mrs,Adults,2
816,0,1,1,0,Mrs,Adults,1
817,1,2,0,2,Mrs,Adults,1
818,1,3,0,0,Miss,child,1
819,1,3,0,1,Miss,Adults,0
820,1,2,0,2,Mrs,Adults,0
821,0,3,1,2,Mrs,old,0
822,1,1,0,0,Miss,Adults,2
823,0,3,1,1,Mrs,Adults,0
824,1,3,1,1,Mrs,Adults,0
825,0,3,1,2,Mrs,Adults,0
826,0,3,1,2,Mrs,Adults,0
827,1,3,0,2,Mrs,Adults,1
828,0,1,1,2,Mrs,Adults,2
829,0,3,1,2,Mrs,Adults,0
830,1,3,0,2,Miss,child,6
831,0,3,0,1,Miss,Adults,2
832,1,1,0,2,Miss,teenager,3
833,0,2,1,2,Mrs,Adults,0
834,0,2,1,2,Mrs,Adults,0
835,1,2,0,2,Miss,Adults,0
836,0,3,1,2,Mrs,Adults,0
837,0,3,1,2,Mrs,Adults,0
838,0,1,0,0,Miss,Adults,0
839,0,1,1,2,Mrs,Adults,1
840,0,3,0,2,Miss,Adults,0
841,1,1,1,2,Mrs,Adults,0
842,0,3,1,2,Mrs,Adults,0
843,1,2,0,2,Mrs,Adults,0
844,1,3,0,2,Miss,Adults,1
845,0,3,1,0,Mrs,Adults,0
846,0,3,1,2,Mrs,Adults,0
847,1,1,0,2,Miss,Adults,0
848,1,3,1,2,Mrs,Adults,0
849,0,3,1,2,Mrs,Adults,0
850,0,3,0,2,Miss,Adults,0
851,0,3,1,2,Mrs,Adults,0
852,0,2,1,2,Mrs,old,0
853,0,3,1,0,Mrs,Adults,0
854,0,3,1,2,Mrs,Adults,1
855,0,1,1,2,Mrs,Adults,0
856,1,2,1,2,Master,child,3
857,1,1,0,0,Mrs,Adults,1
858,1,2,0,1,Miss,Adults,0
859,0,2,1,2,Mrs,Adults,0
860,0,3,0,2,Miss,child,1
861,0,1,1,2,Mrs,Adults,0
862,1,2,0,2,Miss,child,3
863,1,1,1,2,Mrs,Adults,0
864,0,2,1,2,Mrs,Adults,0
865,1,1,0,0,Miss,old,0
866,0,1,1,0,Mrs,Adults,0
867,0,3,0,2,Mrs,Adults,4
868,0,3,1,2,Mrs,Adults,0
869,0,3,1,2,Mrs,Adults,0
870,0,3,1,2,Mrs,Adults,0
871,0,3,1,2,Mrs,Adults,0
872,0,3,1,2,Mrs,Adults,0
873,0,3,1,0,Mrs,Adults,0
874,0,3,1,2,Master,teenager,7
875,0,1,1,2,Mrs,Adults,0
876,0,3,0,2,Miss,child,4
877,0,1,1,2,Mrs,Adults,0
878,1,3,0,2,Miss,teenager,0
879,1,3,0,1,Miss,Adults,0
880,1,3,0,1,Miss,Adults,0
881,0,1,1,0,Mrs,Adults,2
882,1,2,0,2,Mrs,Adults,4
883,0,2,1,2,Mrs,Adults,0
884,0,2,1,2,Mrs,Adults,0
885,0,2,1,2,Officer,Adults,0
886,1,2,0,0,Mrs,teenager,1
887,0,3,1,0,Mrs,Adults,0
888,0,3,0,2,Miss,Adults,0
889,0,3,1,2,Mrs,Adults,0
890,1,2,0,2,Miss,Adults,0
